datetime,Count2
2025-01-19 00:00:00+00:00,338
2025-01-26 00:00:00+00:00,321
2025-02-02 00:00:00+00:00,271
2025-02-09 00:00:00+00:00,303
2025-02-16 00:00:00+00:00,489
2025-02-23 00:00:00+00:00,206
2025-03-02 00:00:00+00:00,431
2025-03-09 00:00:00+00:00,160
2025-03-16 00:00:00+00:00,21
2025-03-23 00:00:00+00:00,138
2025-03-30 00:00:00+00:00,334
2025-04-06 00:00:00+00:00,344
2025-04-13 00:00:00+00:00,386
2025-04-20 00:00:00+00:00,267
2025-04-27 00:00:00+00:00,88
2025-05-04 00:00:00+00:00,401
